order_id,customer,product_id,variant,order_date,due_date,is_rush,priority,quantity
O-01814,Becksbrauerei,P-DV,P-DV-V1,2024-06-21,2024-07-01,False,normal,2
O-01815,Martin-Ewing,P-KK,P-KK-V4,2024-06-21,2024-07-07,True,hoch,17
O-01816,Becksbrauerei,P-DV,P-DV-V2,2024-06-19,2024-07-04,False,normal,5
O-01817,"Kirby, Wheeler and Romero",P-KK,P-KK-V3,2024-06-21,2024-07-09,False,normal,10
O-01818,"Patel, Erickson and Evans",P-DV,P-DV-V1,2024-06-20,2024-06-29,False,normal,4
O-01819,Becksbrauerei,P-KK,P-KK-V4,2024-06-18,2024-06-29,False,normal,6
O-01820,Becksbrauerei,P-KK,P-KK-V4,2024-06-21,2024-07-09,False,normal,20
O-01821,Becksbrauerei,P-DV,P-DV-V2,2024-06-23,2024-07-09,False,normal,11
O-01822,Becksbrauerei,P-DV,P-DV-V1,2024-06-23,2024-07-10,False,normal,15
O-01823,Richardson Ltd,P-KK,P-KK-V2,2024-06-20,2024-07-04,True,hoch,15
O-01824,Becksbrauerei,P-KK,P-KK-V1,2024-06-20,2024-07-08,False,normal,1
O-01825,Becksbrauerei,P-KK,P-KK-V2,2024-06-21,2024-07-12,False,normal,14
O-01826,Becksbrauerei,P-KK,P-KK-V3,2024-06-21,2024-07-03,False,normal,3
O-01827,Whitney PLC,P-DV,P-DV-V1,2024-06-22,2024-07-09,False,normal,6
O-01828,Robles-Swanson,P-DV,P-DV-V2,2024-06-22,2024-07-04,False,normal,7
O-01829,Becksbrauerei,P-DV,P-DV-V1,2024-06-19,2024-06-26,False,normal,15
O-01830,"Soto, Carlson and Baker",P-DV,P-DV-V1,2024-06-22,2024-07-11,False,normal,15
O-01831,"Patton, Parsons and Lane",P-KK,P-KK-V3,2024-06-23,2024-07-03,False,normal,3
O-01832,"Williams, Castillo and Warren",P-KK,P-KK-V1,2024-06-22,2024-07-10,False,normal,13
O-01833,Becksbrauerei,P-KK,P-KK-V4,2024-06-19,2024-06-27,False,normal,18
O-01834,Becksbrauerei,P-KK,P-KK-V4,2024-06-20,2024-06-26,False,normal,2
O-01835,Becksbrauerei,P-DV,P-DV-V2,2024-06-22,2024-07-13,False,normal,4
O-01836,Becksbrauerei,P-KK,P-KK-V2,2024-06-23,2024-07-06,False,normal,4
O-01837,Becksbrauerei,P-KK,P-KK-V3,2024-06-20,2024-07-05,False,normal,16
O-01838,Becksbrauerei,P-KK,P-KK-V3,2024-06-17,2024-07-02,False,normal,16
O-01839,Becksbrauerei,P-KK,P-KK-V3,2024-06-19,2024-07-03,False,normal,15
O-01840,Becksbrauerei,P-DV,P-DV-V3,2024-06-19,2024-06-25,False,normal,10
O-01841,Becksbrauerei,P-KK,P-KK-V2,2024-06-19,2024-07-05,False,normal,6
O-01842,Becksbrauerei,P-DV,P-DV-V2,2024-06-22,2024-07-11,False,normal,5
O-01843,Becksbrauerei,P-KK,P-KK-V3,2024-06-23,2024-07-10,False,normal,7
O-01844,"Harvey, Randall and Hernandez",P-DV,P-DV-V1,2024-06-21,2024-06-26,False,normal,17
O-01845,Becksbrauerei,P-DV,P-DV-V2,2024-06-21,2024-07-01,False,normal,19
O-01846,Becksbrauerei,P-DV,P-DV-V3,2024-06-19,2024-07-06,False,normal,6
O-01847,"Allen, Armstrong and Graves",P-DV,P-DV-V1,2024-06-20,2024-07-07,True,hoch,11
O-01848,Becksbrauerei,P-KK,P-KK-V3,2024-06-18,2024-06-30,False,normal,4
O-01849,Becksbrauerei,P-KK,P-KK-V3,2024-06-20,2024-07-09,False,normal,1
O-01850,Becksbrauerei,P-KK,P-KK-V2,2024-06-19,2024-06-25,False,normal,11
O-01851,Becksbrauerei,P-KK,P-KK-V3,2024-06-21,2024-06-28,False,normal,19
O-01852,Becksbrauerei,P-KK,P-KK-V2,2024-06-19,2024-06-29,False,normal,8
O-01853,Becksbrauerei,P-KK,P-KK-V4,2024-06-18,2024-06-24,False,normal,9
O-01854,Becksbrauerei,P-KK,P-KK-V2,2024-06-22,2024-06-29,False,normal,10
O-01855,Becksbrauerei,P-KK,P-KK-V2,2024-06-18,2024-06-30,False,normal,15
O-01856,Becksbrauerei,P-KK,P-KK-V1,2024-06-19,2024-06-26,False,normal,3
O-01857,Becksbrauerei,P-DV,P-DV-V1,2024-06-17,2024-06-28,False,normal,1
O-01858,Becksbrauerei,P-DV,P-DV-V1,2024-06-22,2024-07-11,False,normal,20
O-01859,Becksbrauerei,P-DV,P-DV-V1,2024-06-19,2024-07-07,False,normal,6
O-01860,Becksbrauerei,P-DV,P-DV-V3,2024-06-20,2024-07-11,False,normal,9
O-01861,Becksbrauerei,P-KK,P-KK-V3,2024-06-26,2024-07-17,False,normal,6
O-01862,Becksbrauerei,P-DV,P-DV-V1,2024-06-26,2024-07-17,False,normal,3
O-01863,Becksbrauerei,P-DV,P-DV-V3,2024-06-26,2024-07-04,False,normal,18
O-01864,Becksbrauerei,P-KK,P-KK-V2,2024-06-30,2024-07-08,False,normal,17
O-01865,Smith LLC,P-DV,P-DV-V2,2024-06-30,2024-07-21,False,normal,20
O-01866,Becksbrauerei,P-KK,P-KK-V2,2024-06-26,2024-07-06,False,normal,6
O-01867,Becksbrauerei,P-KK,P-KK-V2,2024-06-26,2024-07-17,False,normal,14
O-01868,Hernandez-Vaughn,P-DV,P-DV-V1,2024-06-26,2024-07-16,False,normal,12
O-01869,Becksbrauerei,P-KK,P-KK-V3,2024-06-26,2024-07-12,False,normal,10
O-01870,Shaw-Carr,P-DV,P-DV-V3,2024-06-27,2024-07-15,True,hoch,2
O-01871,Salas-Fitzgerald,P-DV,P-DV-V2,2024-06-29,2024-07-08,False,normal,1
O-01872,Becksbrauerei,P-KK,P-KK-V2,2024-06-29,2024-07-12,False,normal,11
O-01873,Becksbrauerei,P-DV,P-DV-V2,2024-06-26,2024-07-07,False,normal,15
O-01874,Thornton PLC,P-DV,P-DV-V1,2024-06-24,2024-07-06,False,normal,19
O-01875,Hoffman Ltd,P-DV,P-DV-V1,2024-06-30,2024-07-17,False,normal,16
O-01876,Becksbrauerei,P-KK,P-KK-V3,2024-06-28,2024-07-15,True,hoch,11
O-01877,Becksbrauerei,P-DV,P-DV-V3,2024-06-26,2024-07-15,False,normal,5
O-01878,Fox-Edwards,P-KK,P-KK-V3,2024-06-30,2024-07-18,False,normal,19
O-01879,Becksbrauerei,P-DV,P-DV-V3,2024-06-25,2024-07-02,False,normal,18
O-01880,Becksbrauerei,P-DV,P-DV-V3,2024-06-28,2024-07-12,False,normal,3
O-01881,Becksbrauerei,P-DV,P-DV-V2,2024-06-30,2024-07-19,False,normal,11
O-01882,Becksbrauerei,P-DV,P-DV-V1,2024-06-27,2024-07-13,False,normal,9
O-01883,Becksbrauerei,P-DV,P-DV-V3,2024-06-29,2024-07-04,False,normal,14
O-01884,Becksbrauerei,P-DV,P-DV-V2,2024-06-30,2024-07-06,False,normal,17
O-01885,Stevens PLC,P-DV,P-DV-V1,2024-06-28,2024-07-16,False,normal,11
O-01886,Payne-Lowe,P-DV,P-DV-V2,2024-06-28,2024-07-13,False,normal,19
O-01887,"Becker, Lara and Baker",P-KK,P-KK-V1,2024-06-28,2024-07-08,False,normal,3
O-01888,Lee-Wright,P-DV,P-DV-V3,2024-06-29,2024-07-10,False,normal,14
O-01889,Becksbrauerei,P-DV,P-DV-V2,2024-06-27,2024-07-06,False,normal,19
O-01890,Becksbrauerei,P-DV,P-DV-V2,2024-06-28,2024-07-16,False,normal,10
O-01891,Becksbrauerei,P-KK,P-KK-V4,2024-06-24,2024-06-29,False,normal,9
O-01892,Becksbrauerei,P-KK,P-KK-V3,2024-06-28,2024-07-17,False,normal,19
O-01893,Becksbrauerei,P-DV,P-DV-V3,2024-06-30,2024-07-09,False,normal,10
O-01894,Becksbrauerei,P-KK,P-KK-V1,2024-06-24,2024-06-30,False,normal,3
O-01895,Becksbrauerei,P-DV,P-DV-V2,2024-06-25,2024-07-06,False,normal,9
O-01896,"Evans, David and Hendrix",P-KK,P-KK-V2,2024-06-30,2024-07-16,True,hoch,15
O-01897,Bush-Vaughn,P-KK,P-KK-V4,2024-06-24,2024-07-13,False,normal,7
O-01898,Becksbrauerei,P-DV,P-DV-V1,2024-06-27,2024-07-16,False,normal,13
O-01899,Stewart-Bailey,P-KK,P-KK-V1,2024-06-25,2024-07-16,False,normal,4
O-01900,Becksbrauerei,P-KK,P-KK-V2,2024-06-24,2024-07-14,False,normal,11
O-01901,Becksbrauerei,P-DV,P-DV-V1,2024-06-25,2024-07-02,False,normal,9
O-01902,Becksbrauerei,P-KK,P-KK-V4,2024-06-24,2024-06-29,False,normal,4
O-01903,"Hill, Martinez and Rhodes",P-DV,P-DV-V2,2024-06-26,2024-07-03,False,normal,10
O-01904,Becksbrauerei,P-KK,P-KK-V1,2024-06-29,2024-07-16,False,normal,9
O-01905,Becksbrauerei,P-DV,P-DV-V1,2024-06-25,2024-07-07,False,normal,17
O-01906,Becksbrauerei,P-KK,P-KK-V2,2024-06-29,2024-07-19,False,normal,7
O-01907,Becksbrauerei,P-DV,P-DV-V2,2024-06-28,2024-07-16,False,normal,6
O-01908,Becksbrauerei,P-KK,P-KK-V2,2024-06-26,2024-07-04,False,normal,7
O-01909,Becksbrauerei,P-DV,P-DV-V2,2024-06-29,2024-07-15,False,normal,11
O-01910,Becksbrauerei,P-KK,P-KK-V1,2024-06-26,2024-07-01,False,normal,5
O-01911,Huang-Foster,P-DV,P-DV-V1,2024-06-28,2024-07-15,False,normal,6
O-01912,Becksbrauerei,P-KK,P-KK-V1,2024-06-24,2024-07-10,False,normal,3
O-01913,Becksbrauerei,P-KK,P-KK-V4,2024-06-27,2024-07-15,False,normal,5
O-01914,Becksbrauerei,P-KK,P-KK-V3,2024-06-27,2024-07-17,False,normal,11
O-01915,Blevins-Ballard,P-DV,P-DV-V3,2024-06-29,2024-07-07,False,normal,19
O-01916,Williams-Moses,P-KK,P-KK-V2,2024-06-25,2024-07-16,True,hoch,8
O-01917,Becksbrauerei,P-KK,P-KK-V1,2024-06-29,2024-07-16,False,normal,8
O-01918,Reed Group,P-KK,P-KK-V3,2024-06-25,2024-07-09,False,normal,19
O-01919,Becksbrauerei,P-DV,P-DV-V1,2024-06-26,2024-07-14,False,normal,2
O-01920,Becksbrauerei,P-DV,P-DV-V3,2024-06-24,2024-07-05,False,normal,2
O-01921,Becksbrauerei,P-KK,P-KK-V2,2024-06-27,2024-07-12,True,hoch,12
O-01922,Becksbrauerei,P-KK,P-KK-V4,2024-06-27,2024-07-08,False,normal,15
O-01923,Becksbrauerei,P-KK,P-KK-V3,2024-06-29,2024-07-20,False,normal,6
O-01924,Becksbrauerei,P-DV,P-DV-V2,2024-06-30,2024-07-20,False,normal,4
O-01925,Becksbrauerei,P-DV,P-DV-V3,2024-06-26,2024-07-03,False,normal,1
O-01926,Becksbrauerei,P-KK,P-KK-V1,2024-06-25,2024-07-14,False,normal,10
O-01927,"Scott, Mendoza and Harris",P-KK,P-KK-V3,2024-06-26,2024-07-15,False,normal,3
O-01928,"Nelson, Hoffman and Nelson",P-KK,P-KK-V4,2024-06-30,2024-07-21,False,normal,8
O-01929,Gilbert PLC,P-KK,P-KK-V2,2024-06-29,2024-07-15,False,normal,19
O-01930,Sanchez Ltd,P-KK,P-KK-V3,2024-06-28,2024-07-10,False,normal,6
O-01931,"Perez, Hall and Garcia",P-DV,P-DV-V1,2024-06-24,2024-07-04,False,normal,8
O-01932,Love-Garcia,P-KK,P-KK-V4,2024-06-30,2024-07-11,False,normal,13
O-01933,Becksbrauerei,P-DV,P-DV-V2,2024-06-28,2024-07-16,False,normal,5
O-01934,Becksbrauerei,P-DV,P-DV-V1,2024-06-24,2024-07-07,False,normal,7
O-01935,Becksbrauerei,P-KK,P-KK-V1,2024-06-30,2024-07-18,False,normal,6
O-01936,Becksbrauerei,P-KK,P-KK-V4,2024-06-30,2024-07-10,False,normal,7
O-01937,Becksbrauerei,P-KK,P-KK-V3,2024-06-24,2024-07-06,False,normal,13
O-01938,Becksbrauerei,P-KK,P-KK-V2,2024-06-25,2024-07-14,False,normal,11
O-01939,Smith PLC,P-KK,P-KK-V1,2024-06-28,2024-07-12,False,normal,20
O-01940,Becksbrauerei,P-DV,P-DV-V1,2024-06-29,2024-07-18,False,normal,20
O-01941,Russell Group,P-DV,P-DV-V1,2024-06-24,2024-07-09,False,normal,2
O-01942,Becksbrauerei,P-DV,P-DV-V2,2024-06-24,2024-07-13,False,normal,16
O-01943,Santos-Avila,P-DV,P-DV-V1,2024-06-28,2024-07-06,True,hoch,20
O-01944,Morris-Brewer,P-DV,P-DV-V1,2024-06-30,2024-07-20,False,normal,14
O-01945,Pearson and Sons,P-KK,P-KK-V1,2024-06-30,2024-07-13,False,normal,9
O-01946,Becksbrauerei,P-DV,P-DV-V2,2024-06-29,2024-07-12,False,normal,4
O-01947,Becksbrauerei,P-DV,P-DV-V1,2024-06-28,2024-07-18,False,normal,9
O-01948,"Rodgers, Jefferson and Johnson",P-KK,P-KK-V4,2024-06-28,2024-07-15,False,normal,13
O-01949,Becksbrauerei,P-KK,P-KK-V1,2024-06-28,2024-07-06,False,normal,8
O-01950,Butler and Sons,P-DV,P-DV-V3,2024-06-29,2024-07-17,False,normal,2
O-01951,Becksbrauerei,P-DV,P-DV-V3,2024-07-07,2024-07-26,False,normal,17
O-01952,Becksbrauerei,P-KK,P-KK-V4,2024-07-07,2024-07-25,False,normal,19
O-01953,Osborn Group,P-KK,P-KK-V1,2024-07-06,2024-07-21,True,hoch,1
O-01954,Lopez-Curry,P-DV,P-DV-V2,2024-07-03,2024-07-19,False,normal,9
O-01955,Becksbrauerei,P-DV,P-DV-V1,2024-07-03,2024-07-22,False,normal,6
O-01956,Mcdowell-Smith,P-KK,P-KK-V3,2024-07-06,2024-07-23,False,normal,6
O-01957,"Morrison, Hebert and Rogers",P-DV,P-DV-V1,2024-07-03,2024-07-19,False,normal,8
O-01958,Becksbrauerei,P-DV,P-DV-V2,2024-07-01,2024-07-08,False,normal,16
O-01959,Becksbrauerei,P-KK,P-KK-V4,2024-07-02,2024-07-15,False,normal,11
O-01960,Becksbrauerei,P-DV,P-DV-V2,2024-07-07,2024-07-17,False,normal,4
O-01961,Becksbrauerei,P-KK,P-KK-V3,2024-07-05,2024-07-19,False,normal,13
O-01962,Hays-Daniels,P-KK,P-KK-V2,2024-07-01,2024-07-08,False,normal,13
O-01963,Becksbrauerei,P-DV,P-DV-V1,2024-07-06,2024-07-21,False,normal,13
O-01964,Becksbrauerei,P-KK,P-KK-V3,2024-07-05,2024-07-12,False,normal,2
O-01965,Becksbrauerei,P-KK,P-KK-V2,2024-07-06,2024-07-19,True,hoch,8
O-01966,Becksbrauerei,P-KK,P-KK-V2,2024-07-04,2024-07-15,False,normal,1
O-01967,Small-Anderson,P-DV,P-DV-V2,2024-07-04,2024-07-15,False,normal,19
O-01968,"Mcdonald, Lee and Rodriguez",P-DV,P-DV-V3,2024-07-05,2024-07-22,False,normal,12
O-01969,Simon Ltd,P-DV,P-DV-V2,2024-07-03,2024-07-19,False,normal,11
O-01970,Higgins-Smith,P-DV,P-DV-V1,2024-07-06,2024-07-15,False,normal,8
O-01971,Becksbrauerei,P-KK,P-KK-V1,2024-07-07,2024-07-28,False,normal,4
O-01972,Becksbrauerei,P-KK,P-KK-V3,2024-07-06,2024-07-18,False,normal,2
O-01973,Becksbrauerei,P-DV,P-DV-V3,2024-07-04,2024-07-24,False,normal,6
O-01974,Becksbrauerei,P-KK,P-KK-V4,2024-07-05,2024-07-11,False,normal,5
O-01975,Gibbs-Bradley,P-KK,P-KK-V3,2024-07-01,2024-07-14,False,normal,1
O-01976,Becksbrauerei,P-DV,P-DV-V2,2024-07-06,2024-07-15,False,normal,15
O-01977,Becksbrauerei,P-DV,P-DV-V3,2024-07-06,2024-07-20,False,normal,17
O-01978,Thompson Ltd,P-DV,P-DV-V1,2024-07-07,2024-07-22,False,normal,2
O-01979,Becksbrauerei,P-DV,P-DV-V3,2024-07-01,2024-07-08,False,normal,6
O-01980,Becksbrauerei,P-KK,P-KK-V2,2024-07-05,2024-07-15,False,normal,16
O-01981,Becksbrauerei,P-KK,P-KK-V3,2024-07-01,2024-07-09,False,normal,13
O-01982,Becksbrauerei,P-DV,P-DV-V2,2024-07-06,2024-07-26,False,normal,4
O-01983,Becksbrauerei,P-DV,P-DV-V2,2024-07-02,2024-07-20,False,normal,6
O-01984,Becksbrauerei,P-DV,P-DV-V2,2024-07-02,2024-07-14,False,normal,3
O-01985,Becksbrauerei,P-DV,P-DV-V2,2024-07-07,2024-07-15,False,normal,20
O-01986,Becksbrauerei,P-KK,P-KK-V1,2024-07-06,2024-07-22,True,hoch,17
O-01987,Wilcox-Robertson,P-KK,P-KK-V1,2024-07-03,2024-07-20,False,normal,19
O-01988,Becksbrauerei,P-DV,P-DV-V1,2024-07-02,2024-07-13,False,normal,18
O-01989,Becksbrauerei,P-KK,P-KK-V3,2024-07-01,2024-07-10,False,normal,15
O-01990,Becksbrauerei,P-KK,P-KK-V2,2024-07-07,2024-07-26,True,hoch,18
O-01991,Becksbrauerei,P-KK,P-KK-V3,2024-07-03,2024-07-11,False,normal,17
O-01992,Morales Inc,P-KK,P-KK-V1,2024-07-04,2024-07-15,False,normal,11
O-01993,Holden Group,P-DV,P-DV-V3,2024-07-05,2024-07-22,False,normal,18
O-01994,Boyle-Smith,P-KK,P-KK-V3,2024-07-02,2024-07-18,False,normal,16
O-01995,Young-Molina,P-KK,P-KK-V4,2024-07-01,2024-07-17,True,hoch,16
O-01996,Becksbrauerei,P-KK,P-KK-V1,2024-07-06,2024-07-21,False,normal,18
O-01997,Becksbrauerei,P-DV,P-DV-V3,2024-07-06,2024-07-17,False,normal,7
O-01998,Becksbrauerei,P-DV,P-DV-V3,2024-07-04,2024-07-21,False,normal,1
O-01999,Becksbrauerei,P-DV,P-DV-V1,2024-07-03,2024-07-23,False,normal,10
O-02000,Becksbrauerei,P-KK,P-KK-V1,2024-07-02,2024-07-09,False,normal,19
O-02001,Becksbrauerei,P-KK,P-KK-V3,2024-07-06,2024-07-12,False,normal,10
O-02002,Turner-Sharp,P-DV,P-DV-V1,2024-07-03,2024-07-09,False,normal,14
O-02003,Becksbrauerei,P-KK,P-KK-V3,2024-07-06,2024-07-12,False,normal,6
O-02004,Becksbrauerei,P-KK,P-KK-V3,2024-07-01,2024-07-12,False,normal,20
O-02005,Becksbrauerei,P-KK,P-KK-V1,2024-07-04,2024-07-15,False,normal,10
O-02006,Green LLC,P-KK,P-KK-V2,2024-07-06,2024-07-21,False,normal,8
O-02007,Becksbrauerei,P-DV,P-DV-V2,2024-07-01,2024-07-10,False,normal,9
O-02008,"Young, Contreras and Marshall",P-DV,P-DV-V3,2024-07-05,2024-07-19,False,normal,9
O-02009,Becksbrauerei,P-DV,P-DV-V3,2024-07-01,2024-07-19,False,normal,7
O-02010,Becksbrauerei,P-DV,P-DV-V2,2024-07-05,2024-07-10,False,normal,15
O-02011,Sullivan PLC,P-KK,P-KK-V2,2024-07-01,2024-07-09,True,hoch,16
O-02012,"Carrillo, Vaughn and Fowler",P-KK,P-KK-V2,2024-07-05,2024-07-20,False,normal,13
O-02013,Becksbrauerei,P-DV,P-DV-V3,2024-07-03,2024-07-17,False,normal,4
O-02014,Becksbrauerei,P-DV,P-DV-V1,2024-07-01,2024-07-21,False,normal,2
O-02015,Richardson-Walker,P-DV,P-DV-V2,2024-07-01,2024-07-09,False,normal,6
O-02016,Becksbrauerei,P-KK,P-KK-V1,2024-07-02,2024-07-20,False,normal,5
O-02017,Becksbrauerei,P-DV,P-DV-V3,2024-07-07,2024-07-13,False,normal,7
O-02018,Becksbrauerei,P-KK,P-KK-V3,2024-07-01,2024-07-06,False,normal,9
O-02019,Becksbrauerei,P-KK,P-KK-V3,2024-07-04,2024-07-15,False,normal,13
O-02020,Becksbrauerei,P-KK,P-KK-V3,2024-07-05,2024-07-12,False,normal,11
O-02021,Becksbrauerei,P-DV,P-DV-V1,2024-07-07,2024-07-26,True,hoch,17
O-02022,Becksbrauerei,P-DV,P-DV-V3,2024-07-02,2024-07-11,False,normal,4
O-02023,Becksbrauerei,P-KK,P-KK-V4,2024-07-05,2024-07-10,False,normal,11
O-02024,Becksbrauerei,P-DV,P-DV-V1,2024-07-02,2024-07-10,False,normal,1
O-02025,Mendoza Group,P-KK,P-KK-V4,2024-07-07,2024-07-15,False,normal,2
O-02026,Becksbrauerei,P-KK,P-KK-V1,2024-07-06,2024-07-26,False,normal,10
O-02027,Becksbrauerei,P-DV,P-DV-V2,2024-07-06,2024-07-18,False,normal,12
O-02028,Becksbrauerei,P-DV,P-DV-V2,2024-07-02,2024-07-21,False,normal,5
O-02029,Becksbrauerei,P-DV,P-DV-V3,2024-07-06,2024-07-16,False,normal,9
O-02030,Becksbrauerei,P-KK,P-KK-V3,2024-07-06,2024-07-11,False,normal,2
O-02031,Becksbrauerei,P-DV,P-DV-V2,2024-07-06,2024-07-18,False,normal,12
O-02032,Becksbrauerei,P-KK,P-KK-V4,2024-07-04,2024-07-22,False,normal,13
O-02033,Becksbrauerei,P-DV,P-DV-V2,2024-07-03,2024-07-18,False,normal,17
O-02034,"Zhang, Brooks and Miles",P-KK,P-KK-V2,2024-07-02,2024-07-13,False,normal,20
O-02035,Becksbrauerei,P-DV,P-DV-V2,2024-07-05,2024-07-23,False,normal,13
O-02036,Todd-Pham,P-KK,P-KK-V4,2024-07-01,2024-07-20,False,normal,20
O-02037,Gill Ltd,P-DV,P-DV-V1,2024-07-02,2024-07-13,False,normal,13
O-02038,Becksbrauerei,P-DV,P-DV-V1,2024-07-04,2024-07-09,False,normal,6
O-02039,Becksbrauerei,P-DV,P-DV-V3,2024-07-06,2024-07-15,False,normal,7
O-02040,"Marks, Miller and Griffin",P-KK,P-KK-V4,2024-07-03,2024-07-22,False,normal,16
O-02041,"Cox, Stark and Rodriguez",P-DV,P-DV-V3,2024-07-14,2024-08-04,False,normal,4
O-02042,"Leach, Harris and Herrera",P-KK,P-KK-V1,2024-07-08,2024-07-13,False,normal,11
O-02043,Murphy PLC,P-KK,P-KK-V3,2024-07-10,2024-07-21,False,normal,10
O-02044,Wilson-Harris,P-KK,P-KK-V3,2024-07-12,2024-07-27,False,normal,16
O-02045,"Burns, Nolan and Griffin",P-DV,P-DV-V3,2024-07-09,2024-07-23,False,normal,6
O-02046,Becksbrauerei,P-KK,P-KK-V2,2024-07-11,2024-07-19,False,normal,6
O-02047,Becksbrauerei,P-DV,P-DV-V3,2024-07-10,2024-07-22,False,normal,5
O-02048,Becksbrauerei,P-DV,P-DV-V1,2024-07-14,2024-07-20,False,normal,13
O-02049,Chavez PLC,P-DV,P-DV-V1,2024-07-14,2024-07-19,False,normal,12
O-02050,Becksbrauerei,P-DV,P-DV-V3,2024-07-12,2024-07-22,False,normal,16
O-02051,Becksbrauerei,P-DV,P-DV-V2,2024-07-08,2024-07-24,True,hoch,10
O-02052,Becksbrauerei,P-DV,P-DV-V1,2024-07-08,2024-07-19,False,normal,3
O-02053,Bryant-Brown,P-DV,P-DV-V3,2024-07-14,2024-08-03,True,hoch,14
O-02054,Becksbrauerei,P-KK,P-KK-V3,2024-07-14,2024-07-27,False,normal,17
O-02055,Becksbrauerei,P-KK,P-KK-V4,2024-07-10,2024-07-20,True,hoch,10
O-02056,Chambers-Parker,P-DV,P-DV-V2,2024-07-11,2024-07-26,True,hoch,15
O-02057,Foster Inc,P-KK,P-KK-V3,2024-07-12,2024-07-18,False,normal,20
O-02058,Becksbrauerei,P-KK,P-KK-V1,2024-07-10,2024-07-27,False,normal,13
O-02059,"Robinson, Jones and Henderson",P-KK,P-KK-V3,2024-07-13,2024-07-30,False,normal,14
O-02060,"Brown, Mcknight and Michael",P-DV,P-DV-V3,2024-07-10,2024-07-19,False,normal,18
O-02061,Becksbrauerei,P-KK,P-KK-V4,2024-07-10,2024-07-23,True,hoch,3
O-02062,Andersen Group,P-DV,P-DV-V3,2024-07-08,2024-07-13,False,normal,4
O-02063,Becksbrauerei,P-KK,P-KK-V1,2024-07-09,2024-07-25,True,hoch,8
O-02064,Becksbrauerei,P-KK,P-KK-V1,2024-07-08,2024-07-13,False,normal,20
O-02065,Becksbrauerei,P-KK,P-KK-V2,2024-07-12,2024-07-31,False,normal,4
O-02066,Mitchell and Sons,P-KK,P-KK-V1,2024-07-13,2024-07-22,False,normal,3
O-02067,Cannon Ltd,P-KK,P-KK-V1,2024-07-13,2024-07-20,True,hoch,8
O-02068,Becksbrauerei,P-KK,P-KK-V1,2024-07-13,2024-07-20,False,normal,7
O-02069,Becksbrauerei,P-DV,P-DV-V1,2024-07-13,2024-08-02,False,normal,10
O-02070,Becksbrauerei,P-KK,P-KK-V4,2024-07-09,2024-07-30,True,hoch,7
O-02071,"Stuart, Brooks and Vance",P-DV,P-DV-V1,2024-07-12,2024-07-23,False,normal,3
O-02072,Becksbrauerei,P-KK,P-KK-V2,2024-07-14,2024-07-29,False,normal,13
O-02073,Becksbrauerei,P-DV,P-DV-V3,2024-07-11,2024-08-01,False,normal,9
O-02074,Kane-Knox,P-DV,P-DV-V3,2024-07-09,2024-07-30,True,hoch,9
O-02075,Becksbrauerei,P-DV,P-DV-V1,2024-07-08,2024-07-14,True,hoch,2
O-02076,Miller-Brandt,P-DV,P-DV-V1,2024-07-13,2024-08-01,True,hoch,3
O-02077,Becksbrauerei,P-DV,P-DV-V3,2024-07-14,2024-07-30,False,normal,3
O-02078,"Anderson, Dalton and Wilson",P-DV,P-DV-V3,2024-07-14,2024-07-29,False,normal,16
O-02079,"Long, Anderson and Irwin",P-DV,P-DV-V2,2024-07-10,2024-07-30,False,normal,7
O-02080,Avila LLC,P-KK,P-KK-V2,2024-07-08,2024-07-24,False,normal,11
O-02081,Becksbrauerei,P-DV,P-DV-V2,2024-07-14,2024-08-02,False,normal,13
O-02082,Becksbrauerei,P-DV,P-DV-V1,2024-07-14,2024-07-23,False,normal,5
O-02083,Becksbrauerei,P-DV,P-DV-V2,2024-07-08,2024-07-26,False,normal,6
O-02084,Becksbrauerei,P-KK,P-KK-V2,2024-07-09,2024-07-17,True,hoch,9
O-02085,Becksbrauerei,P-DV,P-DV-V1,2024-07-08,2024-07-28,False,normal,18
O-02086,Becksbrauerei,P-DV,P-DV-V1,2024-07-09,2024-07-29,False,normal,14
O-02087,Becksbrauerei,P-KK,P-KK-V4,2024-07-13,2024-07-19,False,normal,11
O-02088,Nunez-Stephens,P-DV,P-DV-V3,2024-07-10,2024-07-19,False,normal,7
O-02089,Becksbrauerei,P-DV,P-DV-V2,2024-07-08,2024-07-22,False,normal,10
O-02090,Becksbrauerei,P-DV,P-DV-V3,2024-07-08,2024-07-17,False,normal,12
O-02091,Becksbrauerei,P-KK,P-KK-V3,2024-07-12,2024-08-01,True,hoch,14
O-02092,"Gray, Hall and Murray",P-KK,P-KK-V2,2024-07-10,2024-07-22,False,normal,16
O-02093,Hill Ltd,P-DV,P-DV-V3,2024-07-10,2024-07-25,False,normal,11
O-02094,Becksbrauerei,P-KK,P-KK-V2,2024-07-14,2024-07-26,False,normal,1
O-02095,Becksbrauerei,P-DV,P-DV-V3,2024-07-08,2024-07-25,False,normal,3
O-02096,Becksbrauerei,P-DV,P-DV-V2,2024-07-12,2024-07-25,True,hoch,7
O-02097,Becksbrauerei,P-DV,P-DV-V3,2024-07-09,2024-07-25,False,normal,8
O-02098,Becksbrauerei,P-KK,P-KK-V1,2024-07-10,2024-07-26,False,normal,5
O-02099,Becksbrauerei,P-DV,P-DV-V2,2024-07-11,2024-07-26,False,normal,7
O-02100,Becksbrauerei,P-KK,P-KK-V3,2024-07-13,2024-07-19,False,normal,17
